4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
4.275 -1.327 3.558 3.75 5.173 -3.801 0 0.16469 -20.7654 0.0681639 4.33681e-18 0 
-1.971 3.371 -2.793 0.678 -0.284 1.619 0 -56.2009 28.2348 -0.217785 1.38778e-17 0 
-1.971 3.371 -2.793 0.678 -0.284 1.619 0 -56.2009 28.2348 -0.217785 1.38778e-17 0 
